key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects
bicycle,yes,bicycle=yes,An OSM bicycle tag with value 'yes' used to describe bicycle features,Una etiqueta OSM bicycle amb valor 'yes' utilitzada per descriure característiques bicycle,Una etiqueta OSM bicycle con valor 'yes' utilizada para describir características bicycle,4178799,0.0004,920363,0.0034,3237385,0.0029,21051,0.0015,Yes,21
source,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,source=cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014,An OSM source tag with value 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014' used to describe source features,Una etiqueta OSM source amb valor 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2014' utilizada para describir características source,4110523,0.0004,640844,0.0023,3469072,0.0031,607,0.0,No,0
maxspeed,30,maxspeed=30,An OSM maxspeed tag with value '30' used to describe maxspeed features,Una etiqueta OSM maxspeed amb valor '30' utilitzada per descriure característiques maxspeed,Una etiqueta OSM maxspeed con valor '30' utilizada para describir características maxspeed,4109525,0.0004,32234,0.0001,4076227,0.0036,1064,0.0001,Yes,8
foot,yes,foot=yes,An OSM foot tag with value 'yes' used to describe foot features,Una etiqueta OSM foot amb valor 'yes' utilitzada per descriure característiques foot,Una etiqueta OSM foot con valor 'yes' utilizada para describir características foot,4068125,0.0004,764717,0.0028,3286228,0.0029,17180,0.0013,Yes,16
amenity,parking_space,amenity=parking_space,An OSM amenity tag with value 'parking_space' used to describe amenity features,Una etiqueta OSM amenity amb valor 'parking_space' utilitzada per descriure característiques amenity,Una etiqueta OSM amenity con valor 'parking_space' utilizada para describir características amenity,4011194,0.0004,168240,0.0006,3831855,0.0034,11099,0.0008,Yes,14
highway,bus_stop,highway=bus_stop,An OSM highway tag with value 'bus_stop' used to describe highway features,Una etiqueta OSM highway amb valor 'bus_stop' utilitzada per descriure característiques highway,Una etiqueta OSM highway con valor 'bus_stop' utilizada para describir características highway,3930935,0.0003,3918143,0.0143,11755,0.0,1037,0.0001,Yes,35
barrier,hedge,barrier=hedge,An OSM barrier tag with value 'hedge' used to describe barrier features,Una etiqueta OSM barrier amb valor 'hedge' utilitzada per descriure característiques barrier,Una etiqueta OSM barrier con valor 'hedge' utilizada para describir características barrier,3914466,0.0003,402,0.0,3912886,0.0034,1178,0.0001,Yes,27
source,cuzk:ruian,source=cuzk:ruian,An OSM source tag with value 'cuzk:ruian' used to describe source features,Una etiqueta OSM source amb valor 'cuzk:ruian' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cuzk:ruian' utilizada para describir características source,3901275,0.0003,10409,0.0,3869062,0.0034,21804,0.0016,Yes,0
leaf_cycle,deciduous,leaf_cycle=deciduous,An OSM leaf_cycle tag with value 'deciduous' used to describe leaf_cycle features,Una etiqueta OSM leaf_cycle amb valor 'deciduous' utilitzada per descriure característiques leaf_cycle,Una etiqueta OSM leaf_cycle con valor 'deciduous' utilizada para describir características leaf_cycle,3894944,0.0003,3110278,0.0114,746983,0.0007,37683,0.0027,Yes,7
crossing,unmarked,crossing=unmarked,An OSM crossing tag with value 'unmarked' used to describe crossing features,Una etiqueta OSM crossing amb valor 'unmarked' utilitzada per descriure característiques crossing,Una etiqueta OSM crossing con valor 'unmarked' utilizada para describir características crossing,3888402,0.0003,2280324,0.0083,1608073,0.0014,5,0.0,Yes,8
highway,primary,highway=primary,"A primary road is a major highway connecting important destinations, forming the primary road network","Una carretera principal és una autopista important que connecta destinacions importants, formant la xarxa viària principal","Una carretera principal es una autopista importante que conecta destinos importantes, formando la red vial principal",3888104,0.0003,4,0.0,3888097,0.0034,3,0.0,Yes,39
public_transport,platform,public_transport=platform,An OSM public_transport tag with value 'platform' used to describe public_transport features,Una etiqueta OSM public_transport amb valor 'platform' utilitzada per descriure característiques public_transport,Una etiqueta OSM public_transport con valor 'platform' utilizada para describir características public_transport,3863920,0.0003,3461454,0.0127,394637,0.0003,7829,0.0006,Yes,19
source:geometry,Maxar_private;Ecopia.AI,source:geometry=Maxar_private;Ecopia.AI,An OSM source:geometry tag with value 'Maxar_private;Ecopia.AI' used to describe source:geometry features,Una etiqueta OSM source:geometry amb valor 'Maxar_private;Ecopia.AI' utilitzada per descriure característiques source:geometry,Una etiqueta OSM source:geometry con valor 'Maxar_private;Ecopia.AI' utilizada para describir características source:geometry,3856150,0.0003,0,0.0,3855825,0.0034,325,0.0,No,0
crossing,uncontrolled,crossing=uncontrolled,An OSM crossing tag with value 'uncontrolled' used to describe crossing features,Una etiqueta OSM crossing amb valor 'uncontrolled' utilitzada per descriure característiques crossing,Una etiqueta OSM crossing con valor 'uncontrolled' utilizada para describir características crossing,3854437,0.0003,2948112,0.0108,906317,0.0008,8,0.0,Yes,5
tunnel,culvert,tunnel=culvert,An OSM tunnel tag with value 'culvert' used to describe tunnel features,Una etiqueta OSM tunnel amb valor 'culvert' utilitzada per descriure característiques tunnel,Una etiqueta OSM tunnel con valor 'culvert' utilizada para describir características tunnel,3727335,0.0003,1488,0.0,3725780,0.0033,67,0.0,Yes,13
surface,ground,surface=ground,An OSM surface tag with value 'ground' used to describe surface features,Una etiqueta OSM surface amb valor 'ground' utilitzada per descriure característiques surface,Una etiqueta OSM surface con valor 'ground' utilizada para describir características surface,3587838,0.0003,6891,0.0,3580043,0.0032,904,0.0001,Yes,18
addr:housenumber,1,addr:housenumber=1,An OSM addr:housenumber tag with value '1' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '1' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '1' utilizada para describir características addr:housenumber,3547455,0.0003,1714359,0.0063,1823483,0.0016,9613,0.0007,No,0
source,Kartverket N50,source=Kartverket N50,An OSM source tag with value 'Kartverket N50' used to describe source features,Una etiqueta OSM source amb valor 'Kartverket N50' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'Kartverket N50' utilizada para describir características source,3486665,0.0003,141333,0.0005,3334587,0.0029,10745,0.0008,No,0
addr:housenumber,2,addr:housenumber=2,An OSM addr:housenumber tag with value '2' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '2' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '2' utilizada para describir características addr:housenumber,3424351,0.0003,1669323,0.0061,1748281,0.0015,6747,0.0005,No,0
addr:housenumber,3,addr:housenumber=3,An OSM addr:housenumber tag with value '3' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '3' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '3' utilizada para describir características addr:housenumber,3382326,0.0003,1578873,0.0058,1797872,0.0016,5581,0.0004,No,0
addr:housenumber,4,addr:housenumber=4,An OSM addr:housenumber tag with value '4' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '4' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '4' utilizada para describir características addr:housenumber,3322047,0.0003,1555678,0.0057,1761173,0.0016,5196,0.0004,No,0
created_by,JOSM,created_by=JOSM,An OSM created_by tag with value 'JOSM' used to describe created_by features,Una etiqueta OSM created_by amb valor 'JOSM' utilitzada per descriure característiques created_by,Una etiqueta OSM created_by con valor 'JOSM' utilizada para describir características created_by,3259299,0.0003,3179669,0.0116,79544,0.0001,86,0.0,Yes,1
building:part,yes,building:part=yes,An OSM building:part tag with value 'yes' used to describe building:part features,Una etiqueta OSM building:part amb valor 'yes' utilitzada per descriure característiques building:part,Una etiqueta OSM building:part con valor 'yes' utilizada para describir características building:part,3249868,0.0003,1256,0.0,3134876,0.0028,113736,0.0083,Yes,6
addr:housenumber,5,addr:housenumber=5,An OSM addr:housenumber tag with value '5' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '5' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '5' utilizada para describir características addr:housenumber,3213140,0.0003,1497715,0.0055,1710608,0.0015,4817,0.0004,No,0
source,cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,source=cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013,An OSM source tag with value 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013' used to describe source features,Una etiqueta OSM source amb valor 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2013' utilizada para describir características source,3140282,0.0003,2947,0.0,3136965,0.0028,370,0.0,No,0
addr:housenumber,6,addr:housenumber=6,An OSM addr:housenumber tag with value '6' used to describe addr:housenumber features,Una etiqueta OSM addr:housenumber amb valor '6' utilitzada per descriure característiques addr:housenumber,Una etiqueta OSM addr:housenumber con valor '6' utilizada para describir características addr:housenumber,3140234,0.0003,1465506,0.0054,1670107,0.0015,4621,0.0003,No,0
lit,no,lit=no,An OSM lit tag with value 'no' used to describe lit features,Una etiqueta OSM lit amb valor 'no' utilitzada per descriure característiques lit,Una etiqueta OSM lit con valor 'no' utilizada para describir características lit,3116947,0.0003,331229,0.0012,2783776,0.0025,1942,0.0001,Yes,16
source,NHD,source=NHD,An OSM source tag with value 'NHD' used to describe source features,Una etiqueta OSM source amb valor 'NHD' utilitzada per descriure característiques source,Una etiqueta OSM source con valor 'NHD' utilizada para describir características source,3054807,0.0003,60891,0.0002,2983782,0.0026,10134,0.0007,Yes,1
