key,value,definition,
amenity,device_charging_station,amenidad/servicio	=	estación de carga de dispositivos,🔋
amenity,disused,amenidad/servicio	=	en desuso,🚫
amenity,dive_centre,amenidad/servicio	=	centro_de_buceo,🤿
amenity,doctor,amenidad/servicio	=	médico,🩺
amenity,doctors,amenidad/servicio	=	medicos,🩺
amenity,dog_bin,amenidad/servicio	=	papelera para perros,🐕💩
amenity,dog_parking,amenidad/servicio	=	estacionamiento para perros,🐕
amenity,dog_toilet,amenidad/servicio	=	inodoro para perros,🐕🚽
amenity,dog_waste_bin,amenidad/servicio	=	cubo de basura para perros,🐕
amenity,dojo,amenidad/servicio	=	dojo,🥋
amenity,donation,amenidad/servicio	=	donación,🤝
amenity,dormitory,amenidad/servicio	=	dormitorio,🛏️
amenity,dressing_room,amenidad/servicio	=	Vestidor,👗
amenity,drinking_water,amenidad/servicio	=	agua potable,🚰
amenity,driver_training,amenidad/servicio	=	entrenamiento_del_conductor,🚗
amenity,driver_training_area,amenidad/servicio	=	zona de formación de conductores,🚗
amenity,driving_school,amenidad/servicio	=	autoescuela,🚗
amenity,dryer,amenidad/servicio	=	secadora,
amenity,education,amenidad/servicio	=	educación,🎓
amenity,embassy,amenidad/servicio	=	embajada,🏛️
amenity,emergency_phone,amenidad/servicio	=	Teléfono de emergencia,📞
amenity,emergency_service,amenidad/servicio	=	servicio de emergencia,🚨
amenity,ev_charging,amenidad/servicio	=	carga ev,⚡
amenity,events_centre,amenidad/servicio	=	centro de eventos,🎉
amenity,events_venue,amenidad/servicio	=	eventos_lugar,🎉
amenity,exercise_point,amenidad/servicio	=	punto de ejercicio,🏃
amenity,exhibition_centre,amenidad/servicio	=	centro de exposiciones,🎨
amenity,fab_lab,amenidad/servicio	=	laboratorio fabuloso,🛠️
amenity,fast_food,amenidad/servicio	=	comida rápida,🍔
amenity,feeding_place,amenidad/servicio	=	lugar_de_alimentacion,🥄
amenity,ferry_terminal,amenidad/servicio	=	terminal del ferry,⛴️
amenity,festival_grounds,amenidad/servicio	=	terrenos del festival,🎪
amenity,financial_advice,amenidad/servicio	=	asesoría financiera,💰
amenity,fire_hydrant,amenidad/servicio	=	boca de incendio,🚒
amenity,fire_station,amenidad/servicio	=	estación de bomberos,🚒
amenity,first_aid,amenidad/servicio	=	primeros auxilios,🩹
amenity,firstaid,amenidad/servicio	=	primeros auxilios,🩹
amenity,fish_spa,amenidad/servicio	=	balneario de pescado,🐟
amenity,fitness_station,amenidad/servicio	=	estación de fitness,💪
amenity,flight_school,amenidad/servicio	=	escuela de vuelo,✈️
amenity,food_court,amenidad/servicio	=	zona de comidas,🍽️
amenity,food_sharing,amenidad/servicio	=	compartir comida,🍏
amenity,foot_shower,amenidad/servicio	=	ducha de pies,🦶
amenity,fountain,amenidad/servicio	=	fuente,⛲
amenity,freeshop,amenidad/servicio	=	compra gratis,💸
amenity,fridge,amenidad/servicio	=	nevera,🧊
amenity,fuel,amenidad/servicio	=	combustible,⛽
amenity,funeral_hall,amenidad/servicio	=	salón_funerario,⚰️
amenity,gambling,amenidad/servicio	=	juego,🃏
amenity,game_feeding,amenidad/servicio	=	juego_alimentacion,🐗
amenity,garages,amenidad/servicio	=	garajes,🚗
amenity,give_box,amenidad/servicio	=	dar caja,📦
amenity,grave_yard,amenidad/servicio	=	cementerio,⚰️
amenity,grit_bin,amenidad/servicio	=	grit_bin,❄️
amenity,gym,amenidad/servicio	=	gimnasia,💪
amenity,gym_(Don't_use),amenidad/servicio	=	gimnasio (no usar),💪
amenity,health_post,amenidad/servicio	=	puesto_de_salud,🩺
amenity,hitching_post,amenidad/servicio	=	poste de enganche,🛤️
amenity,hookah_lounge,amenidad/servicio	=	salón_de_la_cachimba,💨
amenity,horse_parking,amenidad/servicio	=	estacionamiento de caballos,🐎
amenity,hospice,amenidad/servicio	=	hospicio,🏥
amenity,hospital,"Un hospital es una instalación médica que proporciona atención sanitaria integral, tratamiento de emergencias y servicios médicos especializados | amenidad/servicio	=	hospital",🏥
amenity,hunting_stand,amenidad/servicio	=	puesto_de_caza,🔫
amenity,hydrant,amenidad/servicio	=	boca de aguas,🚒
amenity,ice_cream,amenidad/servicio	=	helado,🍦
amenity,internet_cafe,amenidad/servicio	=	Café internet,💻
amenity,jobcentre,amenidad/servicio	=	centro de trabajo,💼
amenity,juice_bar,amenidad/servicio	=	Bar de jugos,🍊
amenity,karaoke_box,amenidad/servicio	=	caja_karaoke,🎤
amenity,kick-scooter_rental,amenidad/servicio	=	alquiler de patinetes,🛼
amenity,kindergarten,amenidad/servicio	=	jardín de infancia,🧒
amenity,kiosk,amenidad/servicio	=	quiosco,🛍️
amenity,kitchen,amenidad/servicio	=	cocina,🍳
amenity,kneipp_water_cure,amenidad/servicio	=	kneipp_water_cure,💧
amenity,Kneippbecken,amenidad/servicio	=	Kneippbecken,💧
amenity,language_school,amenidad/servicio	=	escuela de idiomas,📖
amenity,lavoir,amenidad/servicio	=	lavoir,🧴
amenity,letter_box,amenidad/servicio	=	buzón,📬
amenity,library,amenidad/servicio	=	biblioteca,📚
amenity,library_dropoff,amenidad/servicio	=	entrega de la biblioteca,📖
amenity,life_ring,amenidad/servicio	=	anillo de vida,🛟
amenity,lifeboat_station,amenidad/servicio	=	estación de botes salvavidas,🚤
amenity,loading_dock,amenidad/servicio	=	muelle_de_carga,📦
amenity,locker,amenidad/servicio	=	armario,🔒
amenity,lost_property_office,amenidad/servicio	=	oficina de objetos perdidos,🔍
amenity,lounger,amenidad/servicio	=	haragán,🛋️
amenity,love_hotel,"amenidad/servicio = Casa de citas , habitaciones por horas",👩‍❤️‍💋‍👨
amenity,luggage_locker,amenidad/servicio	=	casillero de equipaje,🧳
amenity,mailroom,amenidad/servicio	=	sala de correo,📧
amenity,marae,amenidad/servicio	=	marae,🏠
amenity,marketplace,amenidad/servicio	=	mercado,🛒
amenity,meditation_centre,amenidad/servicio	=	centro de meditación,🧘
amenity,microwave,amenidad/servicio	=	microonda,🍴
amenity,milk_dispenser,amenidad/servicio	=	dispensador de leche,🥛
amenity,mist_spraying_cooler,amenidad/servicio	=	enfriador de pulverización de niebla,💧
amenity,mobile_library,amenidad/servicio	=	biblioteca móvil,📚
amenity,mobile_money_agent,amenidad/servicio	=	agente_dinero_movil,💰
amenity,monastery,amenidad/servicio	=	monasterio,⛪
amenity,money_transfer,amenidad/servicio	=	transferencia de dinero,💸
amenity,mortuary,amenidad/servicio	=	mortuorio,⚰️
amenity,motorcycle_parking,amenidad/servicio	=	moto_estacionamiento,🏍️
amenity,motorcycle_rental,amenidad/servicio	=	alquiler de motos,🏍️
amenity,motorcycle_taxi,amenidad/servicio	=	mototaxi,🏍️
amenity,mtb_school,amenidad/servicio	=	escuela mtb,🚵
amenity,music_school,amenidad/servicio	=	escuela de Musica,🎵
amenity,music_venue,amenidad/servicio	=	lugar de música,🎵
amenity,nightclub,amenidad/servicio	=	Club nocturno discoteca,🕺
amenity,nursery,amenidad/servicio	=	guardería,🏥
amenity,nursing_home,amenidad/servicio	=	asilo_de_ancianos,🏥
amenity,office,amenidad/servicio	=	oficina,🏢
amenity,osmica,amenidad/servicio	=	osmica,🗺️
amenity,outfitter,amenidad/servicio	=	camisero,🏕️
amenity,parcel_locker,amenidad/servicio	=	paquete_casillero,📦
amenity,parcel_lockers,amenidad/servicio	=	casilleros para paquetes,📦
amenity,parcel_postbox,amenidad/servicio	=	buzón de paquetes,📬
amenity,park,amenidad/servicio	=	parque,🌳
amenity,parking,"Una instalación de aparcamiento proporciona espacios designados para que los vehículos se aparquen, ya sea para uso a corto o largo plazo | amenidad/servicio	=	estacionamiento",🅿️
amenity,parking_entrance,amenidad/servicio	=	estacionamiento_entrada,🅿️
amenity,parking_space,amenidad/servicio	=	plaza de aparcamiento,🅿️
amenity,parkink,amenidad/servicio	=	parque,🅿️
amenity,payment_centre,amenidad/servicio	=	centro_de_pago,💳
amenity,payment_terminal,amenidad/servicio	=	terminal_de_pago,💳
amenity,pharmacy,Una farmacia es una instalación sanitaria donde se dispensan medicamentos y se ofrece asesoramiento farmacéutico | amenidad/servicio	=	farmacia,💊
amenity,photo_booth,amenidad/servicio	=	cabina de fotos,📸
amenity,piano,amenidad/servicio	=	piano,🎹
amenity,place_of_mourning,amenidad/servicio	=	lugar de luto,⚰️
amenity,place_of_worship,amenidad/servicio	=	lugar de adoración,⛪
amenity,planetarium,amenidad/servicio	=	planetario,🌌
amenity,po_box,amenidad/servicio	=	apartado de correos,📬
amenity,police,amenidad/servicio	=	policía,🚔
amenity,polling_station,amenidad/servicio	=	centro electoral,🗳️
amenity,post_box,amenidad/servicio	=	buzón,📬
amenity,post_depot,amenidad/servicio	=	post_depot,📮
amenity,post_office,amenidad/servicio	=	oficina de correos,📮
amenity,prep_school,amenidad/servicio	=	preparatoria,🎓
amenity,preschool,amenidad/servicio	=	preescolar,🧒
amenity,printer,amenidad/servicio	=	impresora,🖨️
amenity,prison,amenidad/servicio	=	prisión,🔒
amenity,prison_camp,amenidad/servicio	=	campo de prisioneros,🏗️
amenity,proposed,amenidad/servicio	=	propuesto,🔄
amenity,pub,amenidad/servicio	=	pub,🍻
amenity,public_bath,amenidad/servicio	=	Baño público,🛁
amenity,public_bookcase,amenidad/servicio	=	public_bookcase,📖
amenity,public_building,amenidad/servicio	=	edificio publico,🏛️
amenity,ranger_station,amenidad/servicio	=	estación de guardabosques,🏞️
amenity,reception_desk,amenidad/servicio	=	recepción,🏗️
amenity,recycling,amenidad/servicio	=	reciclaje,♻️
amenity,recycling/Quality_Assurance,amenidad/servicio	=	reciclaje/Garantía de calidad,♻️
amenity,refugee_housing,amenidad/servicio	=	vivienda para refugiados,🏠
amenity,refugee_site,amenidad/servicio	=	sitio_de_refugiados,🧑🏿‍🤝‍🧑🏿
amenity,register_office,amenidad/servicio	=	oficina de Registro,⚖️
amenity,rehearsal_studio,amenidad/servicio	=	estudio de ensayo,🎭
amenity,relay_box,amenidad/servicio	=	caja de relés,📡
amenity,rescue_box,amenidad/servicio	=	caja de rescate,🚑
amenity,rescue_station,amenidad/servicio	=	estación de rescate,🚒
amenity,research_institute,amenidad/servicio	=	Instituto de Investigación,🔬
amenity,restaurant,Un restaurante es un establecimiento empresarial donde las personas pagan por comer comidas preparadas y bebidas en un ambiente de comedor | amenidad/servicio	=	restaurante,🍽️
amenity,retirement_home,amenidad/servicio	=	casa de retiro,🏠
amenity,rv_storage,amenidad/servicio	=	almacenamiento de vehículos recreativos,🚐
amenity,sailing_school,amenidad/servicio	=	escuela de vela,⛵
amenity,sanatorium,amenidad/servicio	=	sanatorio,🏥
amenity,sanitary_dump_station,amenidad/servicio	=	estación_de_descarga_sanitaria,🚽
amenity,sauna,amenidad/servicio	=	sauna,🧊
amenity,sceptic_tank,amenidad/servicio	=	tanque escéptico,💩
amenity,school,Una escuela es una institución educativa donde estudiantes de varias edades aprenden materias académicas y prácticas | amenidad/servicio	=	escuela,🎓
amenity,scooter_rental,amenidad/servicio	=	alquiler de scooters,🛪
amenity,seat,amenidad/servicio	=	asiento,🪑
amenity,security_booth,amenidad/servicio	=	cabina de seguridad,🚔
amenity,septic_tank,amenidad/servicio	=	tanque séptico,💩
amenity,shelter,amenidad/servicio	=	refugio,🏡
amenity,shop,amenidad/servicio	=	tienda,🛒
amenity,shower,amenidad/servicio	=	ducha,🚿
amenity,ski_rental,amenidad/servicio	=	alquiler de esquí,🎿
amenity,ski_school,amenidad/servicio	=	escuela de Esqui,🎿
amenity,smoking_area,amenidad/servicio	=	Área de fumadores,🚭
amenity,snow_removal_station,amenidad/servicio	=	estación de remoción de nieve,❄️
amenity,social_centre,amenidad/servicio	=	centro_social,🤝
amenity,social_club,amenidad/servicio	=	Club Social,👥
amenity,social_facility,amenidad/servicio	=	instalaciones_sociales,🤝
amenity,spa,amenidad/servicio	=	spa,💆‍♀️
amenity,sport_school,amenidad/servicio	=	escuela de deportes,⚽
amenity,stables,amenidad/servicio	=	establos,🐎
amenity,stage,amenidad/servicio	=	etapa,🎭
amenity,stool,amenidad/servicio	=	heces,🪑
amenity,street_lamp,amenidad/servicio	=	farola,💡
amenity,street_light,amenidad/servicio	=	luz de la calle,💡
amenity,stripclub,amenidad/servicio	=	club de striptease,👸
amenity,stroller_parking,amenidad/servicio	=	cochecito de estacionamiento,👶
amenity,student_accommodation,amenidad/servicio	=	alojamiento para estudiantes,🏫
amenity,studio,amenidad/servicio	=	estudio,🎨
amenity,surf_school,amenidad/servicio	=	escuela de surf,🏄‍♂️
amenity,swimming_pool,amenidad/servicio	=	alberca,🏊
amenity,swimming_school,amenidad/servicio	=	escuela de natacion,🏊‍♀️
amenity,swingerclub,amenidad/servicio	=	club swinger,👩‍❤️‍💋‍👨
amenity,table,amenidad/servicio	=	mesa,🪑
amenity,taxi,amenidad/servicio	=	taxi,🚕
amenity,taxi_point,amenidad/servicio	=	punto de taxi,🚕
amenity,telephone,amenidad/servicio	=	teléfono,📞
amenity,television,amenidad/servicio	=	televisión,📺
amenity,theatre,amenidad/servicio	=	teatro,🎭
amenity,ticket_booth,amenidad/servicio	=	taquilla,🎫
amenity,ticket_validator,amenidad/servicio	=	validador_de_tickets,🎫
amenity,toilet,amenidad/servicio	=	inodoro,🚽
amenity,toilets,amenidad/servicio	=	baños,🚽
amenity,tourist_bus_parking,amenidad/servicio	=	aparcamiento de autobuses turísticos,🚌
amenity,townhall,amenidad/servicio	=	Ayuntamiento,🏛️
amenity,toy_library,amenidad/servicio	=	ludoteca,🧸
amenity,trade_school,amenidad/servicio	=	escuela de comercio,⚒️
amenity,traffic_park,amenidad/servicio	=	parque de tráfico,🚲
amenity,trailer_park,amenidad/servicio	=	parque de remolques,🏛️
amenity,training,amenidad/servicio	=	capacitación,⚽
amenity,trolley_bay,amenidad/servicio	=	carrito_bay,🛒
amenity,tuition,amenidad/servicio	=	matrícula,🎓
amenity,university,amenidad/servicio	=	Universidad,🎓
amenity,vacuum_cleaner,amenidad/servicio	=	aspiradora,🧹
amenity,vehicle_inspection,amenidad/servicio	=	Inspeccion de vehiculo,🔍🚗
amenity,vehicle_ramp,amenidad/servicio	=	rampa para vehículos,🛣️
amenity,vending_machine,amenidad/servicio	=	máquina expendedora,🛒
amenity,veterinary,amenidad/servicio	=	veterinario,🐺
amenity,veterinary_pharmacy,amenidad/servicio	=	farmacia veterinaria,🐕
amenity,vivarium,amenidad/servicio	=	vivero,🐠
amenity,washing_machine,amenidad/servicio	=	lavadora,👙
amenity,waste_basket,amenidad/servicio	=	papelera,🗑️
amenity,waste_disposal,amenidad/servicio	=	deposito de basura,♻️
amenity,waste_dump_site,amenidad/servicio	=	sitio_de_vertedero_de_residuos,🐳
amenity,waste_transfer_station,amenidad/servicio	=	estación_de_transferencia_de_residuos,🚗
amenity,water,amenidad/servicio	=	agua,💧
amenity,water_point,amenidad/servicio	=	punto_de_agua,🗿
amenity,watering_place,amenidad/servicio	=	Lugar de riego,💧
amenity,weighbridge,amenidad/servicio	=	báscula de puente,⚖️
amenity,whirlpool,amenidad/servicio	=	torbellino,💦
amenity,winery,amenidad/servicio	=	lagar,🍇
amenity,workshop,amenidad/servicio	=	taller,🛠️
amenity,yacht_club,amenidad/servicio	=	Club de yate,⛵
amenity,youth_centre,amenidad/servicio	=	Centro juvenil,🧑‍🎤
aminety,sceptic_tank,amina	=	tanque escéptico,
animal,horse_walker,animal	=	paseador de caballos,
animal,school,animal	=	escuela,
animal_breeding,gamecock,cría de animales	=	gallo de pelea,
animal_hitch,ring,enganche de animales	=	anillo,
animated,no,animado	=	no,
animated,trivision_blades,animado	=	cuchillas de trivisión,
animated,winding_posters,animado	=	devanado pósters,
aquaculture,shrimp,acuicultura	=	camarón,
archaeological_site,baths,sitio arqueológico	=	balneario,
archaeological_site,city,sitio arqueológico	=	ciudad,
archaeological_site,crannog,sitio arqueológico	=	crannog,
archaeological_site,desert_kite,sitio arqueológico	=	cometa del desierto,
archaeological_site,enclosure,sitio arqueológico	=	recinto,
archaeological_site,field_system,sitio arqueológico	=	sistema de campo,
archaeological_site,fortification,sitio arqueológico	=	fortificación,
archaeological_site,grave_field,sitio arqueológico	=	campo de tumbas,
archaeological_site,hut_circle,sitio arqueológico	=	choza círculo,
archaeological_site,megalith,sitio arqueológico	=	megalito,
archaeological_site,minilith,sitio arqueológico	=	minilito,
archaeological_site,necropolis,sitio arqueológico	=	necrópolis,
archaeological_site,petroglyph,sitio arqueológico	=	petroglifo,
archaeological_site,roman_circus,sitio arqueológico	=	circo romano,
archaeological_site,roman_villa,sitio arqueológico	=	villa romana,
archaeological_site,settlement,sitio arqueológico	=	asentamiento,
archaeological_site,tumulus,sitio arqueológico	=	túmulo,
area,no,área	=	no,
area:highway,cycleway,zona:carretera	=	carril bici,
area:highway,emergency,de Pollo:apoyabrazos=de,
area:highway,footway,zona:carretera	=	senda,
area:highway,path,zona:carretera	=	camino,
area:highway,pedestrian,zona:carretera	=	peatonal,
area:highway,primary,zona:carretera	=	primario,
area:highway,residential,zona:carretera	=	Residencial,
area:highway,secondary,zona:carretera	=	secundario,
area:highway,service,zona:carretera	=	Servicio,
area:highway,steps,zona:carretera	=	pasos,
area:highway,tertiary,zona:carretera	=	terciario,
area:highway,traffic_island,zona:carretera	=	Isla de tráfico,
area:highway,trunk,zona:carretera	=	maletero,
area:highway,trunk_link,zona:carretera	=	enlace troncal,
area:highway,turning_circle,zona:carretera	=	radio de giro,
armrest,no,emergencia de la carretera=ninguna,
artwork_subject,sheela-na-gig,tema de la obra de arte	=	sheela-na-concierto,
artwork_type,architecture,tipo de obra de arte	=	arquitectura,
artwork_type,bust,tipo de obra de arte	=	busto,
artwork_type,installation,instalación_de=tipo de las ilustraciones,
artwork_type,mural,tipo_de_obra	=	mural,
artwork_type,painting,tipo de obra de arte	=	pintura,
artwork_type,relief,tipo de obra de arte	=	alivio,
artwork_type,sculpture,tipo_de_obra	=	escultura,
artwork_type,statue,tipo_de_obra	=	estatua,
artwork_type,stone,tipo de obra de arte	=	piedra,
at_bev:addr_date,2016-10-02,en_bev:addr_cita=2016-10-02,
at_bev:addr_date,*,at_bev:dir_fecha	=	*,
athletics,cross_country,atletismo	=	a campo traviesa,
athletics,discus_throw,atletismo	=	lanzamiento de disco,
athletics,hammer_throw,atletismo	=	lanzamiento de martillo,
athletics,high_jump,atletismo	=	salto alto,
athletics,javelin_throw,atletismo	=	lanzamiento de jabalina,
athletics,long_jump,atletismo	=	salto largo,
athletics,pole_vault,atletismo	=	salto con pértiga,
athletics,running,atletismo	=	corriendo,
athletics,shot_put,atletismo	=	lanzamiento de peso,
