key,value,definición
amenity,tourist_bus_parking,Servizo/Amenidades = Aparcadoiro para autobuses turísticos
amenity,townhall,Servizo/Amenidades = Concello
amenity,toy_library,comodidade/servizo = sala de xogos
amenity,trade_school,Servizo/Amenidades = Escola de negocios
amenity,traffic_park,comodidade/servizo = parque de tráfico
amenity,trailer_park,Servizo/Amenidades = Aparcadoiro de caravanas
amenity,training,Servizo/servizo = formación
amenity,trolley_bay,comodidade/servizo = zona de carrinhos da compra
amenity,tuition,Servizo/servizo = matrícula
amenity,university,Servizo/Amenidades = Universidade
amenity,vacuum_cleaner,comodidade/servizo = aspiradora
amenity,vehicle_inspection,Servizo/Amenidade = Inspección de vehículos
amenity,vehicle_ramp,Servizo/Amenidades = Rampla para vehículos
amenity,vending_machine,servizo/comforto = máquina expendedora
amenity,veterinary,comodidade/servizo = veterinario
amenity,veterinary_pharmacy,Servizo/Amenidades = Farmacia Veterinaria
amenity,vivarium,comodidade/servizo = gardería
amenity,washing_machine,comodidade/servizo = lavadora
amenity,waste_basket,comodidade/servizo = papeleira
amenity,waste_disposal,servizo/servizo = triturador de lixo
amenity,waste_dump_site,servizo/servizo = vertedoiro
amenity,waste_transfer_station,servizo/servizo = estación_de_transferencia_de_residuos
amenity,water,comodidade/servizo = auga
amenity,water_point,comodidade/servizo = punto_de_auga
amenity,watering_place,Servizo/Amenidades = Localización de rego
amenity,weighbridge,Servizo/servizo = escala de ponte
amenity,whirlpool,comodidade/servizo = torbellino
amenity,winery,comodidade/servizo = lagar de viño
amenity,workshop,comodidade/servizo = taller
amenity,yacht_club,Servizo/Amenidades = Club náutico
amenity,youth_centre,Servizo/Servizo = Centro Xuvenil
aminety,sceptic_tank,amina = tanque escéptico
animal,horse_walker,animal = paseador de cabalos
animal,school,animal = escola
animal_breeding,gamecock,cría de animais = galo de loita
animal_hitch,ring,enganche de animal = anel
animated,no,animado = non
animated,trivision_blades,animado = láminas de trivisión
animated,winding_posters,carteis animados = sinuosos
aquaculture,shrimp,acuicultura = camarón
archaeological_site,baths,sitio arqueolóxico = balneario
archaeological_site,city,sitio arqueolóxico = cidade
archaeological_site,crannog,sitio arqueolóxico = crannog
archaeological_site,desert_kite,sitio arqueolóxico = cometa do deserto
archaeological_site,enclosure,sitio arqueolóxico = recinto
archaeological_site,field_system,sitio arqueolóxico = sistema de campo
archaeological_site,fortification,sitio arqueolóxico = fortificación
archaeological_site,grave_field,sitio arqueolóxico = campo de cementerios
archaeological_site,hut_circle,sitio arqueolóxico = cabana circular
archaeological_site,megalith,sitio arqueolóxico = megalito
archaeological_site,minilith,sitio arqueolóxico = minilito
archaeological_site,necropolis,sitio arqueolóxico = necrópole
archaeological_site,petroglyph,sitio arqueolóxico = petróglifo
archaeological_site,roman_circus,sitio arqueolóxico = circo romano
archaeological_site,roman_villa,sitio arqueolóxico = vila romana
archaeological_site,settlement,sitio arqueolóxico = asentamento
archaeological_site,tumulus,sitio arqueolóxico = túmulo
area,no,área = non
area:highway,cycleway,zona: estrada = carril bici
area:highway,emergency,Polo:repoasabrazos=de
area:highway,footway,área:estrada = camiño
area:highway,path,zona: estrada = camiño
area:highway,pedestrian,zona: estrada = peón
area:highway,primary,zona:estrada = principal
area:highway,residential,zona: estrada = residencial
area:highway,secondary,zona:estrada = secundaria
area:highway,service,área:estrada = Servizo
area:highway,steps,zona:estrada = escaleiras
area:highway,tertiary,zona: estrada = terciaria
area:highway,traffic_island,zona:estrada = Illa de tráfico
area:highway,trunk,área:estrada = tronco
area:highway,trunk_link,zona: estrada = enlace principal
area:highway,turning_circle,zona: estrada = radio de xiro
armrest,no,emerxencia na estrada = ningunha
artwork_subject,sheela-na-gig,tema da obra de arte = sheela-na-concert
artwork_type,architecture,tipo de obra de arte = arquitectura
artwork_type,bust,tipo de obra de arte = busto
artwork_type,installation,instalación_de=tipo de ilustracións
artwork_type,mural,tipo_de_traballo = mural
artwork_type,painting,tipo de obra de arte = pintura
artwork_type,relief,tipo de obra de arte = relevo
artwork_type,sculpture,tipo_de_obra = escultura
artwork_type,statue,tipo_de_obra = estatua
artwork_type,stone,tipo de obra de arte = pedra
at_bev:addr_date,2016-10-02,en_bev:addr_cita=2016-10-02
at_bev:addr_date,*,at_bev:dir_fecha = *
athletics,cross_country,atletismo = campo a través
athletics,discus_throw,atletismo = lanzamento de disco
athletics,hammer_throw,atletismo = lanzamento de martelo
athletics,high_jump,atletismo = salto de altura
athletics,javelin_throw,atletismo = lanzamento de xavelina
athletics,long_jump,atletismo = salto de lonxitude
athletics,pole_vault,atletismo = salto con pértega
athletics,running,atletismo = carreira
athletics,shot_put,atletismo = lanzamento de peso
athletics,sprint,atletismo = velocidade
athletics,steeplechase,atletismo = carreira de obstáculos
athletics,triple_jump,atletismo = triplo salto
atm,no,Caixeiro automático = non
attraction,alpine_coaster,atracción = montaña rusa alpina
attraction,amusement_ride,atracción = atracción de feira
attraction,animal,atracción = animal
attraction,big_wheel,atracción = noria
attraction,boat_ride,atracción = paseo en barco
attraction,carousel,atracción = carrusel
attraction,kiddie_ride,atracción = paseo infantil
attraction,maze,atracción = labirinto
attraction,roller_coaster,atracción = montaña rusa
attraction,summer_toboggan,atracción = trineo_de_verán
attraction,train,atracción = tren
attraction,water_slide,atracción = tobogán
attribution,«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»,attribution=«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»
attribution,*,atribución = *
attribution,"2001 Her Majesty the Queen in Right of Manitoba, as represented by the Minister of Conservation. All rights reserved.","Atribución=2001 Súa Maxestade a Raíña polos Dereitos de Manitoba, representada pola Ministra de Conservación. Todos os dereitos reservados."
attribution,"2001_Her_Majesty_the_Queen_in_Right_of_Manitoba,_as_represented_by_the_Minister_of_Conservation._All_rights_reserved.",atribución = *
automated,no,Automatizado=ningún
autonomy,excluded,autonomía = excluída
autonomy,exclusive,autonomía = exclusiva
autonomy,mixed,autonomía = mixta
avalanche_protection,snow_bridge,protección contra avalanchas = ponte de neve
axle_load,22.5,eixo de carga = *
backrest,no,copia de seguridade = non
backup_generator,no,xerador_de_copias_de_segundo_a_previsión = non
bak:fac_type1,RESIDENTIAL,bak: tipo_factoría1 = RESIDENCIAL
bak:fac_type2,RESIDENCE,bak: tipo_factoría2 = RESIDENCIA
bakehouse,*,panadería = *
baking_oven,*,forno de cociña = *
barn,horreo,"O hórreo é un almacén elevado de gran tamaño, típico de Asturias e Galicia."
barn,hórreo,"O hórreo é un almacén elevado de gran tamaño, típico de Asturias e Galicia."
barrier,avalanche_protection,barreira = protección_con_avalanchas
barrier,bar,barreira = barra
barrier,barricade,barreira = barricada
barrier,barrier_board,barreira = táboa de barreira
barrier,berm,barreira = berma
barrier,block,barreira = bloque
barrier,bollard,barreira = noray
barrier,boom,barreira = bum
barrier,border_control,barreira = control de fronteiras
barrier,bump_gate,barreira = golpe_na_porta
barrier,bus_trap,barreira = trampa de autobús
barrier,cable_barrier,barreira = cable_de_barreira
barrier,cattle_grid,barreira = grella de retención
barrier,chain,barreira = cadea
barrier,chech_hedgehog,barreira = ourizo chech
barrier,chicane,barreira = crítica
barrier,city_wall,barreira = Muro
barrier,coupure,barreira = cupura
barrier,curb,barreira = deter
barrier,cycle_barrier,barreira = ciclo_de_barreira
barrier,czech_hedgehog,barreira = ourizo checo
barrier,debris,barreira = cascallos
barrier,ditch,barreira = abandono
barrier,door,barreira = porta
barrier,embankment,barreira = terraplén
barrier,entrance,barreira = entrada
barrier,fence,barreira = valla
barrier,field_boundary,barreira = límite_de_campo
barrier,foldable_pie_slice,barreira = porción de bolo pregable
barrier,full-height_turnstile,barreira = torniquete de altura completa
barrier,gate,barreira = porta
barrier,guard_rail,barreira = barandilla
barrier,ha-ha,barreira = ha ha
barrier,haha,barreira = ha ha
barrier,hampshire_gate,barreira = porta_de_hampshire
barrier,handrail,barreira = parapeto
barrier,hedge,barreira = cobertura
barrier,hedge_bank,barreira = banco de cobertura
barrier,height_restrictor,barreira = restritor_de_altura
barrier,horse_jump,barreira = bóveda
barrier,horse_stile,barreira = monta de cabalo
barrier,jersey_barrier,barreira = barreira_xersei
barrier,kent_carriage_gap,barreira = oco de carro de Kent
barrier,kerb,barreira = deter
barrier,kissing_gate,barreira = porta_dos_besos
barrier,lift_gate,barreira = porta_de_ascensor
barrier,line,barreira = liña
barrier,log,barreira = Iniciar sesión
barrier,lych_gate,barreira = porta lixeira
barrier,median_strip,barreira = franxa divisoria
barrier,motorcycle_barrier,barreira = barreira para motocicletas
barrier,no,barreira = non
barrier,planter,barreira = plantador
barrier,property_boundary,barreira = propiedade_límite
barrier,retaining_wall,barreira = muro de contención
barrier,rope,barreira = corda
barrier,sally_port,barreira = porto_de_sally
barrier,sliding_beam,barreira = viga deslizante
barrier,sliding_gate,barreira = porta corrediza
barrier,spikes,barreira = Picos
barrier,steeplechase_jump,barreira = salto de carreira de obstáculos
barrier,step,barreira = pasaxe
barrier,stile,barreira = escaleira para cruzar unha cerca
barrier,sump_buster,barreira = destrutor de sumidoiros
barrier,swing_gate,barreira = porta basculante
barrier,tank_trap,barreira = tanque_trampa
barrier,toll_booth,barreira = cabina de peaxe
barrier,traffic_island,Barreira = Illa de tráfico
barrier,tree,barreira = árbore
barrier,turnstile,barreira = torniquete
barrier,tyres,barreira = pneumáticos
barrier,wall,barreira = muro
barrier,wedge,barreira = cuña
barrier,wicket_gate,barreira = Porta
barrier,wire_fence,barreira = cerca de arame
barrier,wood_fence,barreira = cerca de madeira
baseball,infield,béisbol = campo interior
baseball,softball,béisbol = sóftbol
basin,aeration,conca = aireación
basin,cooling,conca = arrefriamento
basin,detention,conca = detención
basin,evaporation,conca = evaporación
basin,footbath,lavabo = lavapés
basin,infiltration,conca = infiltración
basin,retention,conca = retención
basin,settling,conca = asentamento
basin,water_regeneration,conca = rexeneración da auga
bath:type,hammam,baño:tipo = baño turco
bath:type,hot_spring,baño:tipo = fontes termais
bath:type,onsen,baño:tipo = onsen
bath:type,thermal,baño:tipo = térmico
bay,fjord,baía = fiordo
beacon:type,DVOR,baliza:tipo = DVOR
beacon:type,ILS,baliza:tipo = ILS
beacon:type,NDB,baliza:tipo = NBD
beacon:type,TACAN,baliza:tipo = TACAN
beacon:type,VOR,baliza:tipo = VOR
beauty,cosmetics,beleza = cosméticos
beauty,eyelash,beleza = pestanas
beauty,hair,beleza = cabelo
beauty,hair_removal,beleza = depilación
beauty,massage,beleza = masaxes
beauty,nails,beleza = uñas
beauty,skin_care,beleza = coidado da pel
beauty,spa,beleza = spa
beauty,tanning,beleza = bronceado
beauty,waxing,beleza = cera
bench,no,mesa de traballo = non
bicycle,customers,bicicleta = clientes
bicycle,designated,bicicleta = designada
bicycle,destination,bicicleta = destino
bicycle,dismount,bicicleta = desmontar
bicycle,mtb,bicicleta = bicicleta de montaña
bicycle,no,bicicleta = non
bicycle,official,bicicleta = oficial
bicycle,optional_sidepath,bicicleta = ruta_secundaria opcional
bicycle,permissive,bicicleta = permisivo
bicycle,permit,bicicleta = permiso
bicycle,private,bicicleta = privada
bicycle,unknown,bicicleta = descoñecido
bicycle,use_sidepath,bicicleta = usar_camiño lateral
bicycle_parking,bollard,Aparcadoiro de bicicletas = bolardo
bicycle_parking,rack,Aparcadoiro para bicicletas = andel
bicycle_parking,shed,Aparcadoiro para bicicletas = cobertizo
bicycle_parking,stands,Aparcadoiros para bicicletas = andeis
bicycle_parking,wall_loops,Aparcadoiro de bicicletas = bucles_de_muro
bicycle_rental,docking_station,alugueiro de bicicletas = estación de carga
bicycle:backward,optional_sidepath,Bicicleta: Boca abaixo = Beirarrúa opcional
bicycle:backward,use_sidepath,Bicicleta: marcha atrás = usar o camiño lateral
bicycle:forward,optional_sidepath,bicicleta:adiante = beirarrúa opcional
bicycle:forward,use_sidepath,bicicleta: adiante = usar o camiño lateral
bicycle:type,logistics,bicicleta:tipo = loxística
bin,no,compartimento = non
birds_nest,stork,Niño de paxaro = cegoña
bmo:type,D,bmo: tipo = D
board_type,board,tipo de placa = xunta
board_type,history,tipo_de_taboleiro = historial
board_type,nature,tipo_de_taboleiro = natureza
board_type,notice,tipo_de_taboleiro = aviso
board_type,plants,articulación_planta
board_type,public_transport,de articulación tipo_tipo=tipo_de
board_type,welcome_sign,transporte_público=tipo_de
board_type,wildlife,cartel de benvida = fauna e flora
boat,no,barco = non
boat,rental,barco = aluguer
boat:type,canoe,barco:tipo = canoa
boat:type,dinghy,barco:tipo = barco
boat:type,kayak,barco:tipo = caiac
boat:type,motorboat,barco:tipo = lancha motora
boat:type,pedalo,barco:tipo = hidroala
boat:type,rowing,barco:tipo = remo
boat:type,sailing,barco:tipo = navegación
bollard,fixed,noray = fixo
bollard,foldable,bolardo=plegable
bollard,removable,noray = extraíble
bollard,rising,noray = subindo
bonnet:colour,red,sombreiro:cor=cabana
books,comic,libros = banda deseñada
books,textbook,libros = libro de texto
booth,K6,vermello=K6
border_type,baseline,tipo de bordo = base
border_type,city,tipo_fronteira = cidade
border_type,contiguous,tipo de bordo = contiguo
border_type,continuous,tipo de bordo = continuo
border_type,county,tipo_fronteira = condado
border_type,eez,tipo de bordo = eez
border_type,freguesia,tipo_de_bordo = freguesia
border_type,harbour_limits,tipo de fronteira = límites do porto
border_type,nation,tipo_fronteira = nación
border_type,territorial,tipo de fronteira = territorial
border_type,town,tipo_fronteira = cidade
border_zone,5km_zone,zona fronteiriza = zona de 5 km
borracha,dinamitera,puxa = Asturias
boules,bocce,petanca = petanca
boules,boule_de_fort,Petanca = bóla forte
boules,breton,petanca = bretón
boules,lyonnaise,petanca = leonés
boules,petanque,petanca = petanca
boundary,aboriginal_lands,Perímetro = terras_aborixes
boundary,administrative,Perímetro = administrativo
boundary,administrative_cooperation,Perímetro = cooperación administrativa
boundary,border_zone,Perímetro = zona fronteiriza
boundary,census,Perímetro = censo
