key,value,définition
attraction,amusement_ride,attraction=manège
attraction,animal,attraction=animal
attraction,big_wheel,attraction=grande_roue
attraction,boat_ride,attraction=balade en bateau
attraction,carousel,attraction=carrousel
attraction,kiddie_ride,attraction=manège pour enfants
attraction,maze,attraction=labyrinthe
attraction,roller_coaster,attraction=montagnes russes
attraction,summer_toboggan,attraction=toboggan d'été
attraction,train,attraction=train
attraction,water_slide,attraction=toboggan aquatique
attribution,«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»,attribution=«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»
attribution,*,attribution=*
attribution,"2001 Her Majesty the Queen in Right of Manitoba, as represented by the Minister of Conservation. All rights reserved.","Attribution : 2001 Sa Majesté la Reine du chef du Manitoba, représentée par le ministre de la Conservation. Tous droits réservés."
attribution,"2001␣Her␣Majesty␣the␣Queen␣in␣Right␣of␣Manitoba,␣as␣represented␣by␣the␣Minister␣of␣Conservation.␣All␣rights␣reserved.","attribution=2001 ␣ Sa ␣ Majesté ␣ la ␣ Reine ␣ du ␣ chef ␣ du ␣ Manitoba, ␣ représentée ␣ par ␣ le ␣ ministre ␣ de ␣ Conservation . ␣ Tous ␣ droits ␣ réservés ."
automated,no,automatisé = non
autonomy,excluded,autonomie = exclue
autonomy,exclusive,autonomie = exclusivité
autonomy,mixed,autonomie=mixte
avalanche_protection,snow_bridge,protection_avalanche=pont_neige
axle_load,22.5,"charge à l'essieu = 22,5"
backrest,no,dossier=non
backup_generator,no,générateur_de_sauvegarde=non
bak:fac_type1,RESIDENTIAL,bak:fac_type1=RÉSIDENTIEL
bak:fac_type2,RESIDENCE,bak:fac_type2=RÉSIDENCE
bakehouse,*,boulangerie=*
baking_oven,*,four_de_cuisson=*
barn,horreo,grange=horreur
barn,hórreo,grange=horreo
barrier,avalanche_protection,barrière=protection_avalanche
barrier,bar,barrière = barre
barrier,barricade,barrière = barricade
barrier,barrier_board,barrière=panneau_de_barrière
barrier,berm,barrière = berme
barrier,block,barrière = bloc
barrier,bollard,barrière = borne
barrier,boom,barrière = boom
barrier,border_control,barrière=contrôle_des_frontières
barrier,bump_gate,barrière=bump_gate
barrier,bus_trap,barrière=piège_à_bus
barrier,cable_barrier,barrière=barrière_câble
barrier,cattle_grid,barrière=grille à bétail
barrier,chain,barrière = chaîne
barrier,chech_hedgehog,barrière=chevreau_de_Tchech
barrier,chicane,barrière=chicane
barrier,city_wall,barrière=mur_de_ville
barrier,coupure,barrière = couplage
barrier,curb,barrière = bordure
barrier,cycle_barrier,barrière=barrière_cycle
barrier,czech_hedgehog,barrière=hérisson tchèque
barrier,debris,barrière = débris
barrier,ditch,barrière = fossé
barrier,door,barrière = porte
barrier,embankment,barrière = remblai
barrier,entrance,barrière = entrée
barrier,fence,barrière = clôture
barrier,field_boundary,barrière=limite_du_champ
barrier,foldable_pie_slice,barrière=part_de_tarte_pliable
barrier,full-height_turnstile,barrière=tourniquet pleine hauteur
barrier,gate,barrière = porte
barrier,guard_rail,barrière=garde-corps
barrier,ha-ha,barrière=ha-ha
barrier,haha,barrière = haha
barrier,hampshire_gate,barrière=porte_du_hampshire
barrier,handrail,barrière = main courante
barrier,hedge,barrière = haie
barrier,hedge_bank,barrière=hedge_bank
barrier,height_restrictor,barrière=limiteur_de_hauteur
barrier,horse_jump,barrière=saut_de_cheval
barrier,horse_stile,barrière=cheval_stile
barrier,jersey_barrier,barrière=jersey_barrière
barrier,kent_carriage_gap,barrière=kent_carriage_gap
barrier,kerb,barrière = bordure
barrier,kissing_gate,barrière=porte_des_baisers
barrier,lift_gate,barrière=porte_ascenseur
barrier,line,barrière=ligne
barrier,log,barrière=log
barrier,lych_gate,barrière=porte_lych
barrier,median_strip,barrière=bande_médiane
barrier,motorcycle_barrier,barrière=barrière_moto
barrier,no,barrière=non
barrier,planter,barrière=jardinière
barrier,property_boundary,barrière=limite_de_propriété
barrier,retaining_wall,barrière=mur de soutènement
barrier,rope,barrière = corde
barrier,sally_port,barrière=sally_port
barrier,sliding_beam,barrière=poutre coulissante
barrier,sliding_gate,barrière=porte_coulissante
barrier,spikes,barrière=pointes
barrier,steeplechase_jump,barrière=saut_en_pente
barrier,step,barrière = marche
barrier,stile,barrière = montant
barrier,sump_buster,barrière=puits_de_réservoir
barrier,swing_gate,barrière=porte battante
barrier,tank_trap,barrière=piège_à_réservoirs
barrier,toll_booth,barrière=péage
barrier,traffic_island,barrière=îlot_de_circulation
barrier,tree,barrière = arbre
barrier,turnstile,barrière = tourniquet
barrier,tyres,barrière = pneus
barrier,wall,barrière = mur
barrier,wedge,barrière = coin
barrier,wicket_gate,barrière=porte_guichet
barrier,wire_fence,barrière=clôture en fil de fer
barrier,wood_fence,barrière=clôture en bois
baseball,infield,baseball = champ intérieur
baseball,softball,baseball = softball
basin,aeration,bassin = aération
basin,cooling,bassin = refroidissement
basin,detention,bassin = rétention
basin,evaporation,bassin = évaporation
basin,footbath,bassine = bain de pieds
basin,infiltration,bassin = infiltration
basin,retention,bassin = rétention
basin,settling,bassin = décantation
basin,water_regeneration,bassin=régénération_de_l'eau
bath:type,hammam,bain:type=hammam
bath:type,hot_spring,bain:type=source_chaude
bath:type,onsen,bain:type=onsen
bath:type,thermal,bain:type=thermal
bay,fjord,baie = fjord
beacon:type,DVOR,balise:type=DVOR
beacon:type,ILS,balise:type=ILS
beacon:type,NDB,balise:type=NDB
beacon:type,TACAN,balise:type=TACAN
beacon:type,VOR,balise:type=VOR
beauty,cosmetics,beauté = cosmétiques
beauty,eyelash,beauté = cils
beauty,hair,beauté = cheveux
beauty,hair_removal,beauté = épilation
beauty,massage,beauté = massage
beauty,nails,beauté = ongles
beauty,skin_care,beauté=soins_de_la_peau
beauty,spa,beauté = spa
beauty,tanning,beauté = bronzage
beauty,waxing,beauté = épilation
bench,no,banc=non
bicycle,customers,vélo = clients
bicycle,designated,vélo = désigné
bicycle,destination,vélo = destination
bicycle,dismount,vélo = descendre
bicycle,mtb,vélo = VTT
bicycle,no,vélo = non
bicycle,official,vélo=officiel
bicycle,optional_sidepath,vélo=chemin_latéral_optionnel
bicycle,permissive,vélo=permissif
bicycle,permit,vélo = permis
bicycle,private,vélo = privé
bicycle,unknown,vélo=inconnu
bicycle,use_sidepath,vélo=utiliser_chemin_latéral
bicycle_parking,bollard,parking_vélos=borne
bicycle_parking,rack,support à vélos
bicycle_parking,shed,parking à vélos = abri
bicycle_parking,stands,stationnement_vélos=supports
bicycle_parking,wall_loops,parking_vélo=boucles_murales
bicycle_rental,docking_station,location_de_vélos=station_d'accueil
bicycle:backward,optional_sidepath,vélo:arrière=chemin_latéral_optionnel
bicycle:backward,use_sidepath,vélo:arrière=utiliser_le_chemin_latéral
bicycle:forward,optional_sidepath,vélo:avant=chemin_latéral_optionnel
bicycle:forward,use_sidepath,vélo:avant=utiliser_chemin_latéral
bicycle:type,logistics,vélo:type=logistique
bin,no,bin=non
birds_nest,stork,nid_d'oiseaux=cigogne
bmo:type,D,bmo:type=D
board_type,board,type_de_tableau=tableau
board_type,history,type_de_tableau=historique
board_type,nature,type_de_planche=nature
board_type,notice,type_de_tableau=avis
board_type,plants,type_de_planche=plantes
board_type,public_transport,type_de_transport_public
board_type,welcome_sign,type_de_panneau=panneau_de_bienvenue
board_type,wildlife,type_de_planche=faune sauvage
boat,no,bateau=non
boat,rental,bateau=location
boat:type,canoe,bateau:type=canoë
boat:type,dinghy,bateau:type=canot
boat:type,kayak,bateau:type=kayak
boat:type,motorboat,bateau:type=bateau à moteur
boat:type,pedalo,bateau:type=pédalage
boat:type,rowing,bateau:type=aviron
boat:type,sailing,bateau:type=voile
bollard,fixed,borne fixe
bollard,foldable,borne = pliable
bollard,removable,borne = amovible
bollard,rising,borne = montante
bonnet:colour,red,bonnet:couleur=rouge
books,comic,livres=bande dessinée
books,textbook,livres = manuel scolaire
booth,K6,stand=K6
border_type,baseline,type_de_bordure=ligne_de_base
border_type,city,type_de_bordure=ville
border_type,contiguous,border_type=contigu
border_type,continuous,type_de_bordure=continu
border_type,county,type_de_bordure=comté
border_type,eez,border_type=eez
border_type,freguesia,border_type=freguesia
border_type,harbour_limits,border_type=limites_du_port
border_type,nation,type_de_bordure=nation
border_type,territorial,type_de_bordure=territorial
border_type,town,type_de_bordure=ville
border_zone,5km_zone,zone frontière=zone de 5 km
borracha,dinamitera,borracha=dinamitera
boules,bocce,boules=bocce
boules,boule_de_fort,boules=boule_de_fort
boules,breton,boules=breton
boules,lyonnaise,boules=lyonnaise
boules,petanque,boules=pétanque
boundary,aboriginal_lands,limite=terres_aborigènes
boundary,administrative,limite=administrative
boundary,administrative_cooperation,limite=coopération_administrative
boundary,border_zone,limite=zone_frontière
boundary,census,limite=recensement
boundary,civil,limite=civile
boundary,civil_parish,limite=paroisse_civile
boundary,disputed,limite=contestée
boundary,economic,frontière = économique
boundary,enclave,limite=enclave
boundary,exclave,frontière = exclave
boundary,fence,limite=clôture
boundary,forest,limite=forêt
boundary,forest_compartment,limite=compartiment_forestier
boundary,forestry,limite=foresterie
boundary,forestry_compartment,limite=compartiment_forestier
boundary,hazard,limite = danger
boundary,health,limite=santé
boundary,historic,limite=historique
boundary,historic_parish,limite=paroisse_historique
boundary,limited_traffic_zone,limite=zone_de_circulation_limitée
boundary,local_authority,limite=autorité_locale
boundary,lot,limite=lot
boundary,low_emission_zone,limite=zone_à_faibles_émissions
boundary,maritime,limite=maritime
boundary,marker,limite=marqueur
boundary,military_district,limite=district_militaire
boundary,national,frontière=nationale
boundary,national_park,limite=parc_national
boundary,parcel,limite=parcelle
boundary,place,limite=lieu
boundary,political,frontière = politique
boundary,postal_code,limite=code_postal
boundary,protected_area,limite=zone_protégée
boundary,regional_park,limite=parc_régional
boundary,religious_administration,limite=administration_religieuse
boundary,safety_region,limite=région_de_sécurité
boundary,special_economic_zone,limite=zone_économique_spéciale
boundary,timezone,limite=fuseau horaire
boundary,treaty,frontière=traité
boundary,urban,limite=urbaine
boundary,vice_county,limite=vice_comté
boundary,waste_collection,limite=collecte_des_déchets
boundary,water_protection_area,limite=zone_de_protection_des_eaux
boundary_name:cs,Česko-německá státní hranice,border_name:cs=Cesko-německá státní hranice
brand,*,marque=*
brand,7-Eleven,marque=7-Eleven
brand:en,7-Eleven,marque:en=7-Eleven
brand:en,FamilyMart,marque:en=FamilyMart
brand:ja,*,marque:ja=*
brand:ja,セブン-イレブン,marque:ja=セブン-イレブン
brand:ja,ハローサイクリング,marque:ja=ハローサイクリング
brand:ja,ファミリーマート,marque:ja=ファミリーマート
brand:wikidata,*,marque:wikidata=*
brand:wikidata,Q1032001,marque:wikidata=Q1032001
brand:wikipedia,en:7-Eleven,marque:wikipedia=en:7-Eleven
brand:wikipedia,en:Burger␣King,brand:wikipedia=fr:Burger ␣ King
brand:wikipedia,en:McDonald's,marque:wikipedia=en:McDonald's
brand:wikipedia,en:Royal Mail,marque:wikipedia=en:Royal Mail
brand:wikipedia,en:Royal␣Dutch␣Shell,brand:wikipedia=fr:Royal ␣ Dutch ␣ Shell
brand:wikipedia,en:Royal␣Mail,brand:wikipedia=fr:Royal ␣ Mail
brand:wikipedia,en:Starbucks,marque:wikipedia=en:Starbucks
brand:wikipedia,en:Subway␣(restaurant),brand:wikipedia=fr:Subway ␣ (restaurant)
brand:wikipedia,ru:Ozon.ru,marque:wikipedia=ru:Ozon.ru
brand:wikipedia,ru:Пятёрочка,marque:wikipedia=ru:Пятёрочка
bridge,abandoned,pont=abandonné
bridge,aqueduct,pont = aqueduc
bridge,boardwalk,pont = promenade
bridge,cantilever,pont = porte-à-faux
bridge,covered,pont=couvert
bridge,drawbridge,pont = pont-levis
bridge,low_water_crossing,pont=passage à gué
bridge,movable,pont=mobile
bridge,no,pont=non
bridge,simple_brunnel,pont=simple_brunnel
bridge,trestle,pont = tréteau
bridge,viaduct,pont = viaduc
bridge:movable,bascule,pont:mobile=bascule
bridge:movable,drawbridge,pont:mobile=pont-levis
bridge:movable,lift,pont:mobile=ascenseur
bridge:movable,retractable,pont :mobile=rétractable
bridge:movable,submersible,pont:mobile=submersible
bridge:movable,swing,pont:mobile=balançoire
bridge:movable,tilt,pont:mobile=inclinaison
bridge:movable,transporter,pont:mobile=transporteur
bridge:structure,arch,pont:structure=arche
bridge:structure,beam,pont:structure=poutre
bridge:structure,cable-stayed,pont:structure=à haubans
bridge:structure,floating,pont:structure=flottant
bridge:structure,humpback,pont:structure=dos d'âne
bridge:structure,simple-suspension,pont:structure=suspension simple
bridge:structure,suspension,pont:structure=suspension
bridge:structure,truss,pont:structure=treillis
bridge:support,abutment,pont:support=culant
bridge:support,lift_pier,pont:support=pile_élévatrice
bridge:support,pier,pont:support=pilier
bridge:support,pivot_pier,pont:support=pivot_pierre
bridge:support,pylon,pont:support=pylône
building,*,bâtiment=*
building,abandoned,bâtiment = abandonné
building,administrative,bâtiment=administratif
building,agricultural,bâtiment=agricole
building,ail,bâtiment=ail
building,allotment_house,bâtiment=jardin potager
building,annexe,bâtiment=annexe
building,apartment,bâtiment=appartement
building,apartments,immeuble=appartements
building,bakehouse,bâtiment=boulangerie
building,bank,bâtiment = banque
building,barn,bâtiment=grange
building,barrack,bâtiment = caserne
building,barracks,bâtiment=caserne
building,beach_hut,bâtiment=cabane de plage
building,boathouse,bâtiment = hangar à bateaux
building,brewery,bâtiment=brasserie
